Title;Issn;SJR;QUARTIL;H index
International Journal of Pavement Research and Technology;19971400, 19966814;0.59;Q2;41
International Sport Coaching Journal;2328918X, 23289198;0.59;Q2;16
Journal of Adventure Education and Outdoor Learning;17540402, 14729679;0.59;Q2;31
Journal of Business Strategy;02756668;0.59;Q2;49
Journal of Dietary Supplements;19390211, 1939022X;0.59;Q2;38
Journal of Remanufacturing;2210464X, 22104690;0.59;Q2;23
Archives of Microbiology;1432072X, 03028933;0.589;Q2;116
Asian Journal of Mathematics;10936106;0.589;Q2;26
Dental Materials Journal;18811361, 02874547;0.589;Q2;70
Dilemas;19835922, 21782792;0.589;Q1;11
Emergencias;11376821;0.589;Q2;30
Forests;19994907;0.589;Q1;71
Frontiers in Communication;2297900X;0.589;Q1;31
Healthcare Management Forum;23523883, 08404704;0.589;Q2;22
IEEE Transactions on Games;24751510, 24751502;0.589;Q2;52
International Journal for Academic Development;1360144X, 14701324;0.589;Q2;36
International Journal of Medical Robotics and Computer Assisted Surgery;1478596X, 14785951;0.589;Q2;64
Journal of Food Products Marketing;15404102, 10454446;0.589;Q2;40
Journal of Luminescence;00222313;0.589;Q2;131
Mathematical Geosciences;18748961, 18748953;0.589;Q2;84
Moravian Geographical Reports;12108812;0.589;Q2;27
Nonprofit Policy Forum;21543348;0.589;Q1;16
Paladyn;20814836;0.589;Q3;26
Singapore Journal of Tropical Geography;14679493, 01297619;0.589;Q2;50
Andrologia;03034569, 14390272;0.588;Q2;74
Annals of Applied Biology;17447348, 00034746;0.588;Q1;94
Australian Journal of Environmental Education;2049775X, 08140626;0.588;Q2;25
Current Problems in Surgery;15356337, 00113840;0.588;Q2;50
"Ethics &amp; human research";25782363;0.588;Q2;35
European Journal of Medicinal Chemistry Reports;27724174;0.588;Q2;11
Europe-Asia Studies;09668136, 14653427;0.588;Q1;66
Fly;19336934, 19336942;0.588;Q1;37
"Journal of Agricultural &amp; Applied Economics";10740708;0.588;Q1;19
Journal of Beta Investment Strategies;27716511;0.588;Q2;7
Journal of Communication Disorders;00219924, 18737994;0.588;Q1;76
Journal of Food Process Engineering;01458876, 17454530;0.588;Q2;58
Journal of Neuroscience Nursing;08880395;0.588;Q1;50
Journal of the Society for Information Display;10710922;0.588;Q2;59
Journal of Theoretical Probability;15729230, 08949840;0.588;Q2;43
Nanotechnology for Environmental Engineering;23656387, 23656379;0.588;Q2;30
National Institute Economic Review;17413036, 00279501;0.588;Q1;39
Neoplasma;13384317, 00282685;0.588;Q2;57
Nondestructive Testing and Evaluation;14772671, 10589759;0.588;Q2;38
Tissue and Cell;00408166, 15323072;0.588;Q2;59
Wireless Personal Communications;1572834X, 09296212;0.588;Q2;82
American Speech;15272133, 00031283;0.587;Q1;36
Analysis and Metaphysics;15848574;0.587;Q1;17
Annals of Global Analysis and Geometry;15729060, 0232704X;0.587;Q2;39
Austral Ecology;14429985;0.587;Q2;97
Clinical Parkinsonism and Related Disorders;25901125;0.587;Q3;13
Current Opinion in Endocrine and Metabolic Research;24519650;0.587;Q3;17
Environment and Urbanization ASIA;09763546, 09754253;0.587;Q1;22
Global Society;1469798X, 13600826;0.587;Q2;40
International Journal of Wireless Information Networks;10689605, 15728129;0.587;Q2;35
Journal of Behavioral and Cognitive Therapy;25899791;0.587;Q2;13
Journal of Renewable and Sustainable Energy;19417012;0.587;Q2;60
Journal of Student Affairs Research and Practice;19496605;0.587;Q2;23
Linguistic Landscape;22149961, 22149953;0.587;Q1;8
Manufacturing Letters;22138463;0.587;Q2;39
Medical Hypotheses;03069877, 15322777;0.587;Q2;106
Plant Health Progress;15351025;0.587;Q1;19
Soil Science and Plant Nutrition;00380768, 17470765;0.587;Q2;76
Urban Science;24138851;0.587;Q1;22
Aquatic Invasions;17986540, 18185487;0.586;Q2;58
Bilingual Research Journal;15235882, 15235890;0.586;Q1;47
Biotechnology for Biofuels and Bioproducts;27313654;0.586;Q2;12
Constraints;15729354, 13837133;0.586;Q2;48
Current Pharmaceutical Design;13816128, 18734286;0.586;Q2;183
European Journal of Cancer Care;09615423, 13652354;0.586;Q3;78
Fundamental and Clinical Pharmacology;07673981, 14728206;0.586;Q2;85
Gender, Place, and Culture;0966369X, 13600524;0.586;Q1;80
Geoheritage;18672477, 18672485;0.586;Q2;44
Indian Journal of Medical Research;09715916;0.586;Q2;104
International Journal of Art and Design Education;14768062, 14768070;0.586;Q1;30
International Nano Letters;22285326, 20089295;0.586;Q2;26
Journal of Cultural Analytics;23714549;0.586;Q1;10
Journal of Indian Business Research;17554195, 17554209;0.586;Q2;29
Journal of the Association of Nurses in AIDS Care;15526917, 10553290;0.586;Q1;55
Neurological Research;17431328, 01616412;0.586;Q2;86
Policy Studies;14701006, 01442872;0.586;Q1;46
Production Engineering;09446524, 18637353;0.586;Q2;40
Seminars in Dialysis;1525139X, 08940959;0.586;Q2;89
Simulation and Gaming;1552826X, 10468781;0.586;Q1;70
Acta Myologica;25321900, 11282460;0.585;Q2;39
Acta Politica;00016810;0.585;Q1;44
African Security;19392214, 19392206;0.585;Q1;21
Aquaculture International;1573143X, 09676120;0.585;Q2;70
Discover Food;27314286;0.585;Q1;7
Diversity;14242818;0.585;Q1;52
European Journal of Emergency Medicine;14735695, 09699546;0.585;Q2;55
European Journal of Pediatric Surgery;09397248, 1439359X;0.585;Q2;56
Global Qualitative Nursing Research;23333936;0.585;Q2;23
Internal Medicine Journal;14440903, 14455994;0.585;Q2;83
Journal of Health, Population and Nutrition;16060997;0.585;Q2;74
Journal of Insect Conservation;15729753, 1366638X;0.585;Q1;71
Journal of Palaeogeography (Chinese Edition);16711505;0.585;Q2;17
Journal of the American Animal Hospital Association;15473317, 05872871;0.585;Q1;79
Journal of Thermal Analysis and Calorimetry;15882926, 13886150;0.585;Q2;120
Molecular Diversity;1573501X, 13811991;0.585;Q2;63
Optometry and Vision Science;15389235, 10405488;0.585;Q2;115
Plant Pathology Journal;15982254, 20939280;0.585;Q1;43
Regional Science Policy and Practice;17577802;0.585;Q2;26
Revista de Comunicacion;16840933, 22271465;0.585;Q1;13
Scandinavian Journal of Pain;18778879, 18778860;0.585;Q2;36
Zhongguo Gonglu Xuebao/China Journal of Highway and Transport;10017372;0.585;Q2;43
Advances in Bridge Engineering;26625407;0.584;Q2;10
Annals of Anatomy;16180402, 09409602;0.584;Q2;62
Biochemistry and Biophysics Reports;24055808;0.584;Q2;43
Blood Cells, Molecules, and Diseases;10960961, 10799796;0.584;Q2;98
Clinical, Cosmetic and Investigational Dermatology;11787015;0.584;Q2;54
Critical Perspectives on International Business;17422043;0.584;Q2;36
Current Alzheimer Research;18755828, 15672050;0.584;Q3;103
European Journal of Organic Chemistry;10990690, 1434193X;0.584;Q2;173
Experimental Mechanics;00144851, 17412765;0.584;Q2;102
Functional and Integrative Genomics;14387948, 1438793X;0.584;Q2;84
Geriatrics (Switzerland);23083417;0.584;Q2;27
Illinois Journal of Mathematics;00192082;0.584;Q2;40
International Journal of Nephrology and Renovascular Disease;11787058;0.584;Q2;39
Journal of Adhesion;00218464, 15455823;0.584;Q2;63
Journal of Infrastructure Systems;10760342, 1943555X;0.584;Q2;79
Journal of Management Education;10525629, 15526658;0.584;Q2;59
Journal of Pharmaceutical and Biomedical Analysis;07317085, 1873264X;0.584;Q2;148
Journal of Research on Leadership Education;19427751;0.584;Q2;22
Journal of World Investment and Trade;16607112, 22119000;0.584;Q1;22
Marine Genomics;18747787, 18767478;0.584;Q2;42
Meteorology and Atmospheric Physics;01777971, 14365065;0.584;Q3;73
Nuclear Physics A;03759474;0.584;Q2;174
Peptide Science;24758817;0.584;Q2;19
Perception;14684233, 03010066;0.584;Q2;103
Physiological Research;08628408, 18029973;0.584;Q2;82
Polymers for Advanced Technologies;10427147, 10991581;0.584;Q2;105
Proceedings - International Conference on Pattern Recognition;10514651;0.584;-;120
Rural Special Education Quarterly;21688605, 87568705;0.584;Q2;18
Tribology Letters;15732711, 10238883;0.584;Q2;106
American Journal of Psychotherapy;25756559, 00029564;0.583;Q2;54
Canadian Journal of Remote Sensing;17127971, 07038992;0.583;Q2;84
Decision Sciences Journal of Innovative Education;15404609, 15404595;0.583;Q2;28
Episodes;07053797;0.583;Q2;83
ES Materials and Manufacturing;25780611, 2578062X;0.583;Q1;33
Fudan Journal of the Humanities and Social Sciences;16740750, 21982600;0.583;Q1;15
IET Biometrics;20474938, 20474946;0.583;Q2;41
Integrated Blood Pressure Control;11787104;0.583;Q2;28
International Journal of Dental Hygiene;16015029, 16015037;0.583;Q2;47
International Journal of Entrepreneurship and Innovation;20436882, 14657503;0.583;Q2;30
International Journal of Sports Physical Therapy;21592896;0.583;Q2;18
Journal of Accounting and Organizational Change;18325912;0.583;Q1;34
Journal of Biosciences;02505991;0.583;Q1;85
Journal of Composites Science;2504477X;0.583;Q2;38
Journal of Co-operative Organization and Management;2213297X;0.583;Q2;22
Journal of Information Science;01655515, 17416485;0.583;Q1;77
Mathematics and Mechanics of Solids;17413028, 10812865;0.583;Q2;53
Netherlands International Law Review;0165070X, 17416191;0.583;Q1;22
Optical Fiber Technology;10959912, 10685200;0.583;Q2;73
Orthopedic Research and Reviews;11791462;0.583;Q2;20
Research in Microbiology;09232508, 17697123;0.583;Q2;119
Water, Air, and Soil Pollution;00496979, 15732932;0.583;Q2;133
Advances in Science and Research;19920636, 19920628;0.582;Q2;10
Australasian Journal of Information Systems;14498618, 13262238;0.582;Q2;29
BJA Education;20585357, 20585349;0.582;Q2;53
Egyptian Journal of Petroleum;11100621, 20902468;0.582;Q2;61
Family and Community Health;01606379, 15505057;0.582;Q2;50
IFAC Journal of Systems and Control;24686018;0.582;Q2;13
International Journal of Plant Production;17358043, 17356814;0.582;Q2;36
Iranian Journal of Psychiatry;17354587, 20082215;0.582;Q3;29
Journal of Advanced Transportation;01976729, 20423195;0.582;Q2;62
Journal of Gynecology Obstetrics and Human Reproduction;24687847;0.582;Q2;44
Journal of Industry, Competition and Trade;15661679;0.582;Q2;29
Journal of Spatial Information Science;1948660X;0.582;Q2;23
Medical Mycology;13693786, 14602709;0.582;Q1;105
Rejuvenation Research;15491684;0.582;Q3;70
Revista Panamericana de Salud Publica/Pan American Journal of Public Health;16805348, 10204989;0.582;Q2;67
Social Choice and Welfare;01761714, 1432217X;0.582;Q1;59
Synthesis;1437210X, 00397881;0.582;Q2;155
Transfusion Medicine and Hemotherapy;14245493, 16603796;0.582;Q2;54
Acarina;22215115, 01328077;0.581;Q2;16
Action in Teacher Education;21586098, 01626620;0.581;Q2;31
Biopolymers;00063525, 10970282;0.581;Q2;143
Dynamics of Atmospheres and Oceans;03770265;0.581;Q2;55
Ethology;14390310, 01791613;0.581;Q1;86
Healthcare Technology Letters;20533713;0.581;Q3;33
Historical Life Course Studies;23526343;0.581;Q1;7
Interfaces;00922102, 1526551X;0.581;Q2;69
Journal of Agricultural and Environmental Ethics;11877863;0.581;Q1;60
Journal of Gerontological Social Work;15404048, 01634372;0.581;Q1;51
Language Testing in Asia;22290443;0.581;Q1;19
Notre Dame Journal of Formal Logic;00294527, 19390726;0.581;Q2;33
Physical Communication;18744907;0.581;Q2;49
Solid State Sciences;12932558;0.581;Q2;107
Surgical Infections;10962964, 15578674;0.581;Q2;69
Technical Communication;00493155;0.581;Q1;37
Acta Geophysica Sinica;00015733;0.58;Q2;70
Acta Neurologica Belgica;03009009, 22402993;0.58;Q2;43
Annals of Financial Economics;20104952, 20104960;0.58;Q2;17
Australasian Journal of Engineering Education;13245821, 13254340;0.58;Q2;15
European Review for Medical and Pharmacological Sciences;11283602, 22840729;0.58;Q2;88
Inquiry (United States);19457243, 00469580;0.58;Q2;50
Journal of Applied Research on Medicinal and Aromatic Plants;22147861;0.58;Q2;37
Journal of Biophotonics;1864063X;0.58;Q2;79
Journal of Instrumentation;17480221;0.58;Q2;88
Journal of Real Estate Finance and Economics;1573045X, 08955638;0.58;Q1;71
Journal of Renal Care;17556678, 17556686;0.58;Q1;31
Journal of Sport and Tourism;14775085, 10295399;0.58;Q2;54
Journal of Sport Rehabilitation;15433072, 10566716;0.58;Q2;62
Journal of University Teaching and Learning Practice;14499789;0.58;Q2;22
Population Ecology;1438390X, 14383896;0.58;Q2;66
Respiratory Medicine and Research;25900412;0.58;Q2;19
Stereotactic and Functional Neurosurgery;14230372, 10116125;0.58;Q2;71
Studies in History and Philosophy of Science Part A;00393681, 18792510;0.58;Q1;51
Argument and Computation;19462166, 19462174;0.579;Q1;25
ASEAN Journal of Science and Engineering;27766098, 27765938;0.579;Q2;8
Cancer Biomarkers;15740153, 18758592;0.579;Q2;54
Chemical Biology and Drug Design;17470277;0.579;Q2;91
Ciencia e Saude Coletiva;14138123;0.579;Q2;61
Gynecologic and Obstetric Investigation;1423002X, 03787346;0.579;Q2;71
Journal of Astronomical Telescopes, Instruments, and Systems;23294221, 23294124;0.579;Q2;33
Journal of Comparative Effectiveness Research;20426305, 20426313;0.579;Q2;34
Journal of Infection and Chemotherapy;14377780, 1341321X;0.579;Q2;72
Journal of Microbiology and Biotechnology;17388872, 10177825;0.579;Q2;83
Journal of Systems Engineering and Electronics;16711793;0.579;Q2;44
Journal of Wound, Ostomy and Continence Nursing;15283976, 10715754;0.579;Q1;59
Marine Resource Economics;23345985, 07381360;0.579;Q2;51
NORA - Nordic Journal of Feminist and Gender Research;08038740, 1502394X;0.579;Q1;33
Oncology Nursing Forum;15380688, 0190535X;0.579;Q2;98
PACE - Pacing and Clinical Electrophysiology;01478389, 15408159;0.579;Q2;110
Revista Brasileira de Epidemiologia;1415790X, 19805497;0.579;Q2;45
Robotica;02635747, 14698668;0.579;Q2;73
Women and Therapy;02703149, 15410315;0.579;Q1;37
World Journal of Cardiology;19498462;0.579;Q2;15
Asian Journal of Organic Chemistry;21935807;0.578;Q2;60
Biomedical Microdevices;15728781, 13872176;0.578;Q2;102
Current Developmental Disorders Reports;21962987;0.578;Q3;33
Food Webs;23522496;0.578;Q2;26
Health Science Reports;23988835;0.578;Q2;20
Historical Biology;08912963, 10292381;0.578;Q1;42
Journal of Bone Metabolism;22876375, 22877029;0.578;Q2;15
Journal of Gastrointestinal and Liver Diseases;18418724;0.578;Q2;60
Journal of Reinforced Plastics and Composites;07316844, 15307964;0.578;Q2;88
Journal of Veterinary Cardiology;17602734, 18750834;0.578;Q1;45
Journal of Voice;08921997, 18734588;0.578;Q1;107
Maritime Studies;22129790, 18727859;0.578;Q2;28
Natural Computing;15677818, 15729796;0.578;Q2;46
Plant Production Science;13491008, 1343943X;0.578;Q2;59
Research and Reports in Urology;22532447;0.578;Q2;29
Transactions of the American Fisheries Society;15488659, 00028487;0.578;Q2;98
Urban Design International;13575317, 14684519;0.578;Q1;40
Crop Science;14350653, 0011183X;0.577;Q2;172
Culture and Organization;14772760, 14759551;0.577;Q1;25
Discrete and Computational Geometry;14320444, 01795376;0.577;Q2;72
International Journal of Clinical Pharmacy;22107711, 22107703;0.577;Q1;71
International Journal of Cross Cultural Management;14705958, 17412838;0.577;Q1;54
International Journal of Experimental Pathology;09599673, 13652613;0.577;Q2;82
International Review of Victimology;02697580;0.577;Q1;33
International Transactions on Electrical Energy Systems;20507038;0.577;Q2;56
Journal of Biosafety and Biosecurity;25889338;0.577;Q1;12
Journal of Logical and Algebraic Methods in Programming;23522208, 23522216;0.577;Q2;21
Journal of Transportation Engineering Part B: Pavements;25735438;0.577;Q2;22
L'Encephale;00137006;0.577;Q1;55
Operative Neurosurgery;23324252, 23324260;0.577;Q2;39
Photogrammetric Record;14779730, 0031868X;0.577;Q2;57
Rivista Italiana di Paleontologia e Stratigrafia;20394942, 00356883;0.577;Q2;43
Annals of Economics and Statistics;21154430, 19683863;0.576;Q1;6
Anthropological Theory;14634996;0.576;Q1;63
Asian Education and Development Studies;20463170, 20463162;0.576;Q1;20
Disease-a-Month;00115029, 15578194;0.576;Q2;48
Hip and Pelvis;22873260, 22873279;0.576;Q2;12
Impact Assessment and Project Appraisal;14615517, 14715465;0.576;Q2;60
Industrial Robot;17585791, 0143991X;0.576;Q2;61
Journal of Clinical Densitometry;10946950, 15590747;0.576;Q2;80
Journal of Obstetrics and Gynaecology Research;14470756, 13418076;0.576;Q2;65
Journal of Prevention;27315533, 27315541;0.576;Q2;63
Mental Health and Prevention;22126570;0.576;Q2;21
Palaontologische Zeitschrift;18676812, 00310220;0.576;Q2;34
Parliamentary Affairs;14602482, 00312290;0.576;Q1;52
Sign Language and Linguistics (Online);13879316;0.576;Q1;29
Tumor Biology;14230380, 10104283;0.576;Q2;101
Animal Migration;20848838;0.575;Q1;11
Annals of Diagnostic Pathology;15328198, 10929134;0.575;Q2;66
Applied Biological Chemistry;24680842, 24680834;0.575;Q2;35
Aquatic Geochemistry;13806165, 15731421;0.575;Q2;61
Buildings;20755309;0.575;Q1;55
Cellular and Molecular Bioengineering;18655025, 18655033;0.575;Q2;44
Cerebellum and Ataxias;20538871;0.575;Q3;23
Disaster Medicine and Public Health Preparedness;19357893, 1938744X;0.575;Q2;57
Economic and Labour Relations Review;10353046, 18382673;0.575;Q2;28
Electrochemical Science Advances;26985977;0.575;Q2;12
Environmental Science: Advances;27547000;0.575;Q2;9
IEEE Technology and Society Magazine;02780097;0.575;Q1;42
Infrastructures;24123811;0.575;Q2;30
International Journal of Quality and Reliability Management;0265671X;0.575;Q2;97
International Journal of Vegetable Science;19315279, 19315260;0.575;Q2;25
Journal of Circulating Biomarkers;18494544;0.575;Q2;18
Journal of Electrochemistry;10063471, 2993074X;0.575;Q2;14
Lasers in Medical Science;1435604X, 02688921;0.575;Q2;84
Meditteranean Politics;17439418, 13629395;0.575;Q1;39
Mutation Research - Genetic Toxicology and Environmental Mutagenesis;18793592, 13835718;0.575;Q2;126
